1860
1844
1858 - 1937
1824 - 1906
1844 - 1916
1871 - 1951
1784 - 1861
1844 - 1916
1844 - 1916
1779 - 1843. After Titian (Tiziano Vecellio)
1836 - 1910
1743 - 1812
1844 - 1916
1836 - 1910
1823
1888
1844 - 1916
1905 - 1998. Made by Libbey Glass Company
1860 - 1932
1858 - 1937
1824 - 1906
1871 - 1951
1784
1844
1779 - 1843
1743 - 1812
1743 - 1812
1743 - 1812
1823-1880
1743 - 1812
1888 - 1946
1888 - 1946
1836 - 1910
1836 - 1910
1836 - 1910
1836
1836 - 1910. Published by Harper's Weekly.
1905 - 1998. Made by Libbey Glass Company
1836 - 1910
1836 - 1910
1836 - 1910
1836 - 1910
1836 - 1910
1835 - 1837
1835 - 1837
1835 - 1837
1835 - 1837
1835 - 1837
1835 - 1837
1835 - 1837
1835 - 1837
1835
1836
1835 - 1837
1836 - 1880
1917 - 2008
1917 - 2008
1917 - 2008
1917 - 2008
1917 - 2008
1917 - 2008
1917 - 2008
1917 - 2008
1917 - 2008
1917 - 2008
1917 - 2008
1927 - 2008
1917
1917 - 2008
1917 - 2008
1917 - 2008. Printed by Tamarind Institute
1917
1917 - 2008
1917 - 2008
1917 - 2008
1917 - 2008
1917 - 2008
1917 - 2000
1917 - 2008
1917
1917 - 2008
1917 - 2008
1890 - 1976. Printed by Richard Benson
1890 - 1976. Printed by Richard Benson
1890 - 1976. Printed by Richard Benson
1890 - 1976. Printed by Richard Benson
1890 - 1976
1890 - 1976
1890 - 1976
1890
1890 - 1976
1890 - 1976
1917 - 2008
1890 - 1976
1917 - 2008
1890
