"1994.91.229                              "
"1995.47A-N                                "
"1996.63.3                                 "
"1996.91.13                                "
"1996.91.16                                "
"1997.108.9                                "
"1997.124.60                               "
"1997.124.164                              "
"1970.174"
"1970.211A-B                               "
"1970.355.110                              "
"1971.97"
"1971.281"
"1971.291.50                               "
"1972.41"
"1972.74.37                                "
"1972.167.91                               "
"1974.28.73                                "
"1974.69.2                                 "
"1974.69.6                                 "
"1991.112.37                               "
"1991.157.3                                "
"1992.37.7                                 "
"1992.43.6                                 "
"1992.56"
"1992.113.4B                               "
"1994.20.6                                 "
"1994.27"
"1994.42.10                                "
"1994.91.156                               "
"1994.91.175                               "
"1995.54.1.1                               "
"1995.61"
"1997.105.12                               "
"1997.105.24                               "
"1997.124.38R-V                            "
"1970.184"
"1970.355.15                               "
"1971.291.1                                "
"1972.24.2                                 "
"1972.74.24                                "
"1973.41"
"1974.99.1                                 "
"1975.22"
"1975.71.2                                 "
"1991.185.2                                "
"1992.11.10                                "
"1993.37"
"1993.45"
"1994.23.4                                 "
"1994.81"
"1935.13.24                                "
"1935.13.30                                "
"1935.13.191                               "
"1935.13.528                               "
"1940.5.1                                  "
"1942.2.2                                  "
"1944.7.3                                  "
"XX108A                                    "
"1995.47A-N                                "
"1995.50.19                                "
"1996.91.14                                "
"1996.91.52                                "
"1997.108.11                               "
"1997.109.19                               "
"1998.31.3                                 "
"1970.355.114                              "
"1971.446.177                              "
"1972.74.45                                "
"1972.167.93                               "
"1973.36"
"1973.5"
"1973.167.3                                "
"1974.69.3                                 "
"1974.112"
"1991.112.30                               "
"1991.112.35                               "
"1991.148"
"1991.205.9                                "
"1992.21"
"1992.37.4                                 "
"1992.6"
"1992.72.13                                "
"1994.22.1                                 "
"1994.29"
"1994.52"
"1994.107A-C                               "
"1995.47A-N                                "
"1995.54.2                                 "
"1996.91.17                                "
"1996.91.34                                "
"1997.19A-B                                "
"1997.108.8                                "
"1997.124.17                               "
"1997.124.41                               "
"1997.124.185                              "
"1970.355.344                              "
"1971.61"
"1971.155"
"1971.288"
"1971.447.2                                "
"1972.12"
"1972.52"
"1972.74.1                                 "
"1972.74.33                                "
"1973.141.2                                "
"1973.160.8                                "
"1991.112.32                               "
"1991.205.2                                "
"1992.43.10                                "
"1992.70.2                                 "
"1992.75"
"1993.13.1                                 "
"1993.31.1A-I                              "
"1993.77.1                                 "
"1994.91.223                               "
"1995.47A-N                                "
"1995.50.50                                "
"1995.54.1.5                               "
"1996.91.21                                "
"1997.108.7                                "
"1997.124.28                               "
"1997.124.45.9                             "
"1997.124.141                              "
"1997.124.172                              "
"1998.33"
